budget,start_month,days,region,facebook,google_display,google_search,instagram,needs_intervention,time_progress_s3,remaining_days,impr_s3_ratio,impr_per_day_s3,required_impr_per_day,speed_ratio,projected_ratio,growth_1_2,growth_2_3,growth_acceleration,budget_per_day,n_channels,google_any
5600,10,91,uk,1,1,1,1,0,0.7472527472527473,23,1.5255348214285713,25126.45588235294,-30460.82608695652,-1.212300940076076,2.0415245404411766,210120.0,325614.0,115494.0,61.53846153846154,4,1
4100,3,87,germany,1,0,1,1,0,0.7471264367816092,22,0.6739378048780488,8501.984615384616,8425.954545454546,0.9910573738521603,0.9020398311444653,89676.0,112411.0,22735.0,47.12643678160919,3,1
4000,6,80,germany,1,0,1,1,0,0.75,20,0.67215,8962.0,9114.0,1.0169604998884179,0.8962,144325.0,279311.0,134986.0,50.0,3,1
3800,7,14,europe,1,0,1,1,0,0.7142857142857143,4,2.1868092105263157,166197.5,-244493.75,-1.4711036567938747,3.061532894736842,420471.0,225778.0,-194693.0,271.42857142857144,3,1
3700,4,72,germany,1,0,1,1,0,0.75,18,0.8421391891891892,11540.425925925925,2378.722222222222,0.2061208344900294,1.1228522522522522,110893.0,118137.0,7244.0,51.388888888888886,3,1
3600,1,274,germany,1,0,1,1,1,0.7518248175182481,68,0.7040402777777778,2460.723300970874,2074.8676470588234,0.8431942129536418,0.9364419228694714,285962.0,132571.0,-153391.0,13.138686131386862,3,1
3600,2,44,germany,1,0,1,1,0,0.75,11,1.012813888888889,22097.757575757576,-7384.181818181818,-0.3341597803698716,1.3504185185185185,166132.0,163473.0,-2659.0,81.81818181818181,3,1
3400,11,12,germany,1,0,1,0,0,0.75,3,1.2886014705882354,97361.0,-88083.0,-0.9047051694210207,1.718135294117647,229000.0,240664.0,11664.0,283.3333333333333,2,1
3400,2,95,germany,1,0,1,1,0,0.7473684210526316,24,0.6618735294117647,6339.070422535211,6746.916666666667,1.0643384939661775,0.8856054266777132,105535.0,205400.0,99865.0,35.78947368421053,3,1
3300,1,107,germany,1,1,1,1,0,0.7476635514018691,27,0.7074924242424242,5836.8125,4705.740740740741,0.8062175615099407,0.9462711174242424,58346.0,58346.0,0.0,30.8411214953271,4,1
3100,5,93,germany,1,0,1,1,0,0.7526881720430108,23,0.5134225806451613,4547.457142857143,10420.782608695652,2.2915625769148713,0.6821185714285714,31075.0,2574.0,-28501.0,33.333333333333336,3,1
3100,1,56,europe,1,0,1,1,0,0.75,14,0.6708580645161291,9903.142857142857,10147.714285714286,1.0246963445947896,0.8944774193548387,2274.0,59937.0,57663.0,55.357142857142854,3,1
2600,10,88,switzerland,1,0,1,1,0,0.75,22,0.78075,6151.363636363636,2818.6363636363635,0.45821325648414984,1.041,115356.0,30548.0,-84808.0,29.545454545454547,3,1
2500,5,147,switzerland,1,1,1,1,1,0.7482993197278912,37,0.521306,2369.572727272727,5117.486486486487,2.1596663514845926,0.6966543818181818,110043.0,50186.0,-59857.0,17.006802721088434,4,1
2500,9,58,germany,1,0,1,1,0,0.7586206896551724,14,0.747454,8493.795454545454,5448.071428571428,0.64141778051129,0.9852802727272727,145071.0,60706.0,-84365.0,43.10344827586207,3,1
2500,2,35,germany,1,0,1,1,0,0.7428571428571429,9,1.057386,20334.346153846152,-8743.666666666666,-0.4299949750296171,1.4234042307692307,93064.0,64203.0,-28861.0,71.42857142857143,3,1
2400,7,214,germany,1,0,1,1,1,0.7476635514018691,54,0.49190625,1475.71875,3627.5,2.4581242191305086,0.657924609375,46026.0,85670.0,39644.0,11.214953271028037,3,1
2400,5,68,germany,1,0,1,1,0,0.75,17,0.64898125,6108.058823529412,7087.588235294118,1.1603667286227453,0.8653083333333333,169912.0,31676.0,-138236.0,35.294117647058826,3,1
2300,11,31,germany,1,0,0,0,0,0.7419354838709677,8,0.85,17000.0,2875.0,0.16911764705882354,1.1456521739130434,46795.0,44333.0,-2462.0,74.19354838709677,1,0
2300,12,145,germany,1,0,1,1,0,0.7517241379310344,36,0.6043891304347826,2550.6330275229357,3777.25,1.4809068804650043,0.8040038891104906,27341.0,30245.0,2904.0,15.862068965517242,3,1
2200,4,178,germany,1,0,1,1,1,0.7528089887640449,44,0.45030909090909094,1478.6268656716418,4496.909090909091,3.0412737623744204,0.5981717774762552,50100.0,61053.0,10953.0,12.359550561797754,3,1
2200,11,77,germany,1,0,1,1,1,0.7532467532467533,19,0.64295,4877.551724137931,5952.736842105263,1.2204354107915407,0.8535715517241379,87393.0,87393.0,0.0,28.571428571428573,3,1
2100,10,11,germany,1,0,1,1,0,0.7272727272727273,3,1.6644595238095239,87384.125,-107024.33333333333,-1.224757166514322,2.288631845238095,154672.0,170357.0,15685.0,190.9090909090909,3,1
2000,3,83,switzerland,1,0,1,1,1,0.7469879518072289,21,0.60237,3886.2580645161293,5669.142857142857,1.4587664439748704,0.8063985483870968,140165.0,36674.0,-103491.0,24.096385542168676,3,1
2000,4,59,switzerland,1,1,1,1,1,0.7457627118644068,15,0.74128,6738.909090909091,4232.533333333334,0.6280739621555508,0.9939890909090909,132511.0,53004.0,-79507.0,33.898305084745765,4,1
2000,11,67,switzerland,1,0,1,1,0,0.746268656716418,17,0.628215,5025.72,6394.941176470588,1.272442789584495,0.8418081,59061.0,27503.0,-31558.0,29.850746268656717,3,1
2000,5,27,switzerland,1,0,1,1,0,0.7407407407407407,7,0.5664625,11329.25,19059.285714285714,1.682307806278943,0.764724375,106030.0,68038.0,-37992.0,74.07407407407408,3,1
2000,8,238,germany,1,0,1,1,0,0.7478991596638656,60,0.6975725,1567.5786516853932,1349.5166666666667,0.8608924759314146,0.9327092977528091,37726.0,15794.0,-21932.0,8.403361344537815,3,1
2000,5,72,germany,1,0,1,1,0,0.75,18,0.6298875,4665.833333333333,6002.5,1.2864797285229506,0.83985,76683.0,24203.0,-52480.0,27.77777777777778,3,1
2000,6,88,germany,1,0,1,1,0,0.75,22,0.6348675,3847.681818181818,4820.590909090909,1.2528559108790418,0.84649,39525.0,12104.0,-27421.0,22.727272727272727,3,1
1900,6,91,germany,1,0,1,1,1,0.7472527472527473,23,0.6742868421052631,3768.073529411765,3729.1739130434785,0.9896765240739983,0.9023544504643963,147780.0,49035.0,-98745.0,20.87912087912088,3,1
1900,12,43,germany,1,0,1,1,0,0.7441860465116279,11,0.6811421052631579,8088.5625,7560.545454545455,0.9347205334131318,0.9152847039473684,32397.0,33093.0,696.0,44.18604651162791,3,1
1900,9,25,germany,1,0,1,1,0,0.76,6,0.6775894736842105,13551.78947368421,14086.0,1.039419925121561,0.8915650969529086,26195.0,77740.0,51545.0,76.0,3,1
1800,8,125,germany,1,0,1,1,1,0.752,31,0.5201861111111111,1992.2021276595744,4410.741935483871,2.2140032249968433,0.6917368498817966,65725.0,26290.0,-39435.0,14.4,3,1
1800,3,53,switzerland,1,1,1,0,0,0.7547169811320755,13,0.6619583333333333,5957.625,6591.923076923077,1.1064682783698332,0.8770947916666667,73207.0,36539.0,-36668.0,33.9622641509434,3,1
1700,4,57,switzerland,1,0,1,0,1,0.7543859649122807,14,0.6381911764705882,5046.162790697675,6358.214285714285,1.2600097439256828,0.8459743502051984,29997.0,110555.0,80558.0,29.82456140350877,2,1
1700,3,22,switzerland,1,0,1,1,0,0.7272727272727273,6,0.6062735294117647,12883.3125,16644.5,1.291942580760965,0.8336261029411765,60417.0,42031.0,-18386.0,77.27272727272727,3,1
1700,5,70,germany,1,0,1,1,0,0.7428571428571429,18,0.7824205882352941,5115.826923076923,2220.9444444444443,0.4341320529093767,1.053258484162896,80897.0,28918.0,-51979.0,24.285714285714285,3,1
1600,10,45,switzerland,1,0,1,1,1,0.7555555555555555,11,0.55485625,5222.176470588235,10040.545454545454,1.922674484689421,0.7343685661764706,17882.0,58202.0,40320.0,35.55555555555556,3,1
1600,1,22,germany,1,0,1,1,0,0.7272727272727273,6,0.8668375,17336.75,1768.6666666666667,0.10201835215173932,1.1919015625,48026.0,63680.0,15654.0,72.72727272727273,3,1
1600,6,73,germany,1,0,1,1,1,0.7534246575342466,18,0.503659375,2930.3818181818183,7046.055555555556,2.4044837815460323,0.6684933522727273,61067.0,64559.0,3492.0,21.91780821917808,3,1
1500,12,178,switzerland,1,0,1,1,1,0.7528089887640449,44,0.43472666666666665,973.2686567164179,3172.318181818182,3.2594475943783556,0.577472736318408,11851.0,16828.0,4977.0,8.426966292134832,3,1
1500,6,12,switzerland,1,0,1,1,0,0.75,3,1.0590433333333333,35301.444444444445,-15904.333333333334,-0.45052925124247356,1.4120577777777779,68499.0,72813.0,4314.0,125.0,3,1
1500,2,32,switzerland,1,0,1,1,0,0.75,8,0.5704833333333333,7131.041666666667,12356.875,1.7328288877852114,0.7606444444444445,31605.0,42622.0,11017.0,46.875,3,1
1500,12,7,germany,1,0,1,0,0,0.7142857142857143,2,1.3600233333333334,81601.4,-69003.5,-0.8456166193227077,1.904032666666667,84890.0,95856.0,10966.0,214.28571428571428,2,1
1500,11,114,germany,1,0,1,1,0,0.7543859649122807,28,0.85,2965.1162790697676,535.7142857142857,0.180672268907563,1.1267441860465115,32483.0,62525.0,30042.0,13.157894736842104,3,1
1400,6,35,germany,1,0,1,1,0,0.7428571428571429,9,0.7868892857142857,8474.192307692309,3519.0,0.4152608145092112,1.0592740384615384,81514.0,81514.0,0.0,40.0,3,1
1400,3,8,germany,1,0,0,1,0,0.75,2,1.7636285714285713,82302.66666666667,-120908.0,-1.4690654008780597,2.351504761904762,138501.0,117054.0,-21447.0,175.0,2,0
1400,2,42,switzerland,1,0,1,1,0,0.7619047619047619,10,0.6177321428571428,5405.15625,7903.5,1.4622148989679993,0.8107734375,24469.0,58999.0,34530.0,33.333333333333336,3,1
1300,9,113,switzerland,1,0,1,1,1,0.7522123893805309,28,0.41045384615384617,1255.5058823529412,4545.785714285715,3.620680538562246,0.5456621719457013,61966.0,24786.0,-37180.0,11.504424778761061,3,1
1300,5,12,europe,0,0,0,1,0,0.75,3,0.804926923076923,23253.444444444445,8239.666666666666,0.3543417701559147,1.0732358974358975,35699.0,62054.0,26355.0,108.33333333333333,1,0
1300,12,312,germany,0,0,1,0,1,0.75,78,0.5411769230769231,601.3076923076923,1196.076923076923,1.9891262632723552,0.7215692307692307,57352.0,22941.0,-34411.0,4.166666666666667,1,1
1200,4,123,germany,1,0,1,1,1,0.7479674796747967,31,0.29094583333333335,758.9891304347826,4715.258064516129,6.212550187398626,0.38898192934782605,36429.0,19336.0,-17093.0,9.75609756097561,3,1
1200,3,33,usa,1,0,1,1,0,0.7575757575757576,8,0.49487916666666665,4750.84,12153.625,2.558205496291182,0.6532405,20616.0,9836.0,-10780.0,36.36363636363637,3,1
1200,9,79,switzerland,1,0,1,1,1,0.7468354430379747,20,0.6190458333333333,2518.1525423728813,3371.45,1.338858525553439,0.8288918785310735,49858.0,19943.0,-29915.0,15.189873417721518,3,1
1200,4,14,germany,1,0,0,1,1,0.7142857142857143,4,0.5999958333333333,14399.9,18000.25,1.2500260418475129,0.8399941666666667,62987.5,62987.5,0.0,85.71428571428571,2,0
1200,11,65,switzerland,1,0,0,1,1,0.7538461538461538,16,0.6430416666666666,3149.591836734694,3854.375,1.2237696818505799,0.8530144557823128,97249.0,38899.0,-58350.0,18.46153846153846,2,0
1200,3,59,germany,1,0,1,1,0,0.7457627118644068,15,0.6763083333333333,3688.9545454545455,3579.0666666666666,0.9702116473830559,0.9068679924242424,93011.0,32244.0,-60767.0,20.338983050847457,3,1
1200,10,18,germany,1,0,1,1,0,0.7777777777777778,4,0.6421541666666667,11008.357142857143,15470.75,1.4053641064905233,0.8256267857142857,31012.0,15281.0,-15731.0,66.66666666666667,3,1
1100,4,6,germany,1,0,0,0,0,0.6666666666666666,2,1.4591227272727272,80251.75,-61503.5,-0.7663820415131134,2.1886840909090908,83068.0,63700.0,-19368.0,183.33333333333334,1,0
1100,4,6,germany,1,0,0,0,0,0.6666666666666666,2,1.5200045454545454,83600.25,-68200.5,-0.8157930149730414,2.280006818181818,62632.0,66039.0,3407.0,183.33333333333334,1,0
1100,11,214,switzerland,1,0,0,1,1,0.7476635514018691,54,0.4797954545454545,659.71875,1711.9444444444443,2.5949610261106635,0.6417264204545454,62511.0,25004.0,-37507.0,5.140186915887851,2,0
1100,1,37,switzerland,1,0,1,1,1,0.7567567567567568,9,0.6036,4742.571428571428,7245.333333333333,1.5277225535674839,0.7976142857142856,43637.0,45409.0,1772.0,29.72972972972973,3,1
1100,5,183,germany,1,0,1,1,1,0.7486338797814208,46,0.5559181818181819,892.7153284671533,1645.608695652174,1.8433745262084662,0.7425768414067684,65890.0,39691.0,-26199.0,6.0109289617486334,3,1
1100,10,56,germany,1,0,1,1,0,0.75,14,0.4041909090909091,2117.190476190476,7791.285714285715,3.680011695643373,0.538921212121212,18734.0,1783.0,-16951.0,19.642857142857142,3,1
1100,3,46,germany,1,0,1,1,1,0.7391304347826086,12,0.5541363636363636,3585.5882352941176,6340.833333333333,1.7684220599896099,0.7497139037433155,34555.0,22217.0,-12338.0,23.91304347826087,3,1
1100,7,154,germany,1,0,1,1,1,0.7532467532467533,38,0.4625090909090909,877.1724137931035,2532.842105263158,2.8875077070772694,0.6140206896551724,37266.0,37266.0,0.0,7.142857142857143,3,1
1000,4,6,germany,1,0,0,0,0,0.6666666666666666,2,1.205185,60259.25,-30518.5,-0.5064533660807262,1.8077775,69123.0,68219.0,-904.0,166.66666666666666,1,0
1000,1,57,switzerland,1,0,1,1,1,0.7543859649122807,14,0.47102,2190.7906976744184,6128.285714285715,2.797294018452356,0.6243753488372094,34043.0,38167.0,4124.0,17.54385964912281,3,1
1000,4,36,switzerland,1,0,0,1,1,0.75,9,0.59539,4410.2962962962965,6769.111111111111,1.5348427081408824,0.7938533333333334,12071.0,71743.0,59672.0,27.77777777777778,2,0
1000,4,154,switzerland,1,0,0,1,1,0.7532467532467533,38,0.349475,602.5431034482758,2897.5,4.808784605479649,0.4639581896551724,13959.0,31054.0,17095.0,6.4935064935064934,2,0
1000,7,25,germany,1,0,1,1,0,0.76,6,0.724025,7621.315789473684,5865.833333333333,0.769661498797233,0.9526644736842106,10658.0,35012.0,24354.0,40.0,3,1
1000,11,137,switzerland,1,0,0,0,1,0.7518248175182481,34,0.532955,1034.8640776699028,2159.0882352941176,2.0863495814402166,0.7088818932038835,19688.0,37939.0,18251.0,7.299270072992701,1,0
900,1,14,switzerland,1,0,1,1,0,0.7142857142857143,4,0.7970666666666667,14347.2,4632.0,0.32285045165607223,1.1158933333333332,37632.0,9412.0,-28220.0,64.28571428571429,3,1
900,11,17,germany,1,0,1,1,0,0.7647058823529411,4,0.7624555555555556,10557.076923076924,6189.5,0.5862891826117369,0.9970572649572649,17256.0,17256.0,0.0,52.94117647058823,3,1
900,11,17,germany,1,0,1,1,0,0.7647058823529411,4,0.8478222222222223,11739.076923076924,2348.0,0.20001572656741454,1.1086905982905984,25331.0,26959.0,1628.0,52.94117647058823,3,1
900,4,133,switzerland,1,0,0,1,1,0.7518796992481203,33,0.5899833333333333,1061.97,1691.0,1.5923237002928519,0.7846778333333334,64919.0,25967.0,-38952.0,6.7669172932330826,2,0
900,2,23,germany,1,0,1,1,0,0.7391304347826086,6,0.5261333333333333,5570.823529411765,11216.0,2.0133468491299205,0.7118274509803921,6865.0,14498.0,7633.0,39.130434782608695,3,1
900,9,29,switzerland,1,0,1,1,0,0.7586206896551724,7,0.5521111111111111,4517.272727272727,8945.714285714286,1.9803352212287615,0.7277828282828283,24634.0,24634.0,0.0,31.03448275862069,3,1
900,9,39,switzerland,1,0,0,1,0,0.7435897435897436,10,0.5362888888888889,3328.689655172414,6546.8,1.9667799278995566,0.721216091954023,23721.0,46178.0,22457.0,23.076923076923077,2,0
900,11,133,world,1,0,0,1,0,0.7518796992481203,33,0.5185722222222222,933.43,2080.5151515151515,2.228892527040219,0.6897010555555556,28133.0,11871.0,-16262.0,6.7669172932330826,2,0
800,4,6,germany,1,0,0,0,0,0.6666666666666666,2,0.7421125,29684.5,12631.0,0.42550826188751706,1.11316875,12175.0,48926.0,36751.0,133.33333333333334,1,0
800,4,6,germany,1,0,0,0,0,0.6666666666666666,2,0.9883,39532.0,-7064.0,-0.1786906809673176,1.48245,28721.0,34120.0,5399.0,133.33333333333334,1,0
800,6,13,germany,1,0,1,1,0,0.7692307692307693,3,0.597625,9562.0,16126.666666666666,1.6865369866833995,0.7769125,13135.0,13135.0,0.0,61.53846153846154,3,1
800,4,14,germany,1,0,0,1,0,0.7142857142857143,4,0.55784375,8925.5,13686.25,1.5333874852949414,0.78098125,11059.0,11193.0,134.0,57.142857142857146,2,0
800,12,17,germany,1,0,1,1,1,0.7647058823529411,4,0.744425,9162.153846153846,6223.0,0.6792071061557579,0.9734788461538461,36969.0,13110.0,-23859.0,47.05882352941177,3,1
800,11,30,switzerland,1,0,0,0,0,0.7333333333333333,8,0.51956875,3778.681818181818,7608.625,2.013565938097701,0.7085028409090909,33721.0,21796.0,-11925.0,26.666666666666668,1,0
800,10,59,switzerland,1,0,0,0,1,0.7457627118644068,15,0.5028875,1828.6818181818182,4235.866666666667,2.3163497468784437,0.6743264204545454,37608.0,23956.0,-13652.0,13.559322033898304,1,0
800,11,65,switzerland,1,0,1,1,1,0.7538461538461538,16,0.45846875,1497.0408163265306,4415.3125,2.9493601322336582,0.6081728316326531,24204.0,16597.0,-7607.0,12.307692307692308,3,1
800,1,121,germany,1,0,0,1,1,0.7520661157024794,30,0.58278125,1024.6703296703297,1691.8333333333333,1.6511001483546928,0.7749069368131868,39055.0,12875.0,-26180.0,6.6115702479338845,2,0
800,8,50,germany,1,0,1,1,0,0.76,12,0.8075,3400.0,1233.3333333333333,0.3627450980392157,1.0625,16755.0,39961.0,23206.0,16.0,3,1
800,6,152,switzerland,1,0,0,1,0,0.75,38,0.71753125,1007.061403508772,768.2894736842105,0.7629023126170463,0.9567083333333334,12902.0,6677.0,-6225.0,5.2631578947368425,2,0
700,10,39,switzerland,1,0,1,1,1,0.7435897435897436,10,0.4615214285714286,2228.0344827586205,6138.7,2.755208704130748,0.6206667487684728,18798.0,26236.0,7438.0,17.94871794871795,3,1
700,6,13,germany,1,0,1,1,0,0.7692307692307693,3,0.8044214285714286,11261.9,4460.333333333333,0.39605513575270007,1.0457478571428571,21970.0,8191.0,-13779.0,53.84615384615385,3,1
700,4,6,germany,1,0,0,0,0,0.6666666666666666,2,0.7968214285714286,27888.75,7222.5,0.2589753933037515,1.1952321428571429,37503.0,51431.0,13928.0,116.66666666666667,1,0
700,11,17,germany,1,0,1,1,0,0.7647058823529411,4,0.6274142857142857,6756.7692307692305,9540.5,1.4119913932466588,0.8204648351648351,9258.0,16865.0,7607.0,41.1764705882353,3,1
700,3,21,germany,1,0,1,1,1,0.7619047619047619,5,0.48164285714285715,4214.375,11714.0,2.779534331899748,0.63215625,11642.0,11642.0,0.0,33.333333333333336,3,1
700,11,29,germany,1,0,1,1,0,0.7586206896551724,7,0.7494785714285714,4769.409090909091,3010.4285714285716,0.6311952935986789,0.987949025974026,25823.0,36099.0,10276.0,24.137931034482758,3,1
700,11,27,switzerland,1,0,0,0,1,0.7407407407407407,7,0.5928071428571429,4149.65,6143.857142857143,1.4805723718523596,0.8002896428571428,12324.0,26450.0,14126.0,25.925925925925927,1,0
700,3,32,germany,1,0,1,1,1,0.75,8,0.6054,3531.5,5155.5,1.4598612487611498,0.8072,45794.0,18318.0,-27476.0,21.875,3,1
700,2,49,germany,1,0,1,1,1,0.7551020408163265,12,0.35687142857142856,1350.3243243243244,6336.5,4.692576358032104,0.47261351351351355,23967.0,9587.0,-14380.0,14.285714285714286,3,1
700,10,19,germany,1,0,1,1,0,0.7368421052631579,5,0.47782857142857144,4778.285714285715,11820.8,2.473857928725185,0.6484816326530612,11383.0,32161.0,20778.0,36.8421052631579,3,1
700,4,21,germany,1,1,1,1,0,0.7619047619047619,5,0.48185,4216.1875,11708.2,2.7769637854103975,0.632428125,27381.0,18487.0,-8894.0,33.333333333333336,4,1
700,1,46,germany,1,0,0,1,0,0.7391304347826086,12,0.6204,2554.5882352941176,3262.0,1.2769181173436492,0.8393647058823529,41557.0,14549.0,-27008.0,15.217391304347826,2,0
700,9,63,germany,1,0,0,1,1,0.746031746031746,16,0.5259071428571429,1566.531914893617,3273.3125,2.0895281282681624,0.7049393617021277,17250.0,19614.0,2364.0,11.11111111111111,2,0
700,11,61,germany,1,0,1,1,0,0.7540983606557377,15,0.5098357142857143,1551.6739130434783,3641.5333333333333,2.346841886508726,0.6760864906832298,8058.0,11376.0,3318.0,11.475409836065573,3,1
600,7,14,germany,0,0,1,0,1,0.7142857142857143,4,0.48591666666666666,5831.0,12422.5,2.130423598010633,0.6802833333333334,17747.0,10676.0,-7071.0,42.857142857142854,1,1
600,9,81,germany,1,0,1,1,1,0.7530864197530864,20,0.3144166666666667,618.5245901639345,3513.5,5.680453220249138,0.4175040983606557,10486.0,10669.0,183.0,7.407407407407407,3,1
600,4,140,switzerland,1,0,0,1,1,0.75,35,0.29999166666666666,342.84761904761905,2057.1714285714284,6.000250006944636,0.3999888888888889,13974.0,5590.0,-8384.0,4.285714285714286,2,0
600,4,44,germany,1,0,1,1,1,0.75,11,0.410975,1494.4545454545455,5334.818181818182,3.5697426850781677,0.5479666666666667,4864.0,9693.0,4829.0,13.636363636363637,3,1
600,6,19,switzerland,1,0,0,1,1,0.7368421052631579,5,0.7495416666666667,6424.642857142857,3611.0,0.5620545889154483,1.017235119047619,24145.5,24145.5,0.0,31.57894736842105,2,0
600,10,39,germany,1,0,1,1,1,0.7435897435897436,10,0.41575,1720.344827586207,5811.0,3.3778111846061334,0.5591120689655172,6102.0,21043.0,14941.0,15.384615384615385,3,1
600,4,7,germany,1,0,0,1,0,0.7142857142857143,2,0.7984666666666667,19163.2,6092.0,0.31790097687233865,1.1178533333333334,44031.0,10116.0,-33915.0,85.71428571428571,2,0
600,3,37,germany,1,0,1,0,1,0.7567567567567568,9,0.6350416666666666,2721.6071428571427,3532.777777777778,1.2980483928584448,0.8391622023809524,15467.0,26879.0,11412.0,16.216216216216218,2,1
600,10,39,austria,1,0,1,1,1,0.7435897435897436,10,0.5352,2214.6206896551726,4377.6,1.9766816143497759,0.7197517241379311,29161.0,11665.0,-17496.0,15.384615384615385,3,1
600,10,39,germany,1,0,1,1,1,0.7435897435897436,10,0.36566666666666664,1513.103448275862,6412.0,4.237648131267092,0.4917586206896552,20061.0,10729.0,-9332.0,15.384615384615385,3,1
600,11,17,germany,1,0,1,1,1,0.7647058823529411,4,0.5876083333333333,5424.076923076923,9371.75,1.7278055110405175,0.7684108974358974,30477.5,30477.5,0.0,35.294117647058826,3,1
600,11,31,germany,1,0,0,0,0,0.7419354838709677,8,0.6334416666666667,3304.913043478261,3998.375,1.2098275952797548,0.8537692028985506,25636.0,11577.0,-14059.0,19.35483870967742,1,0
600,5,34,switzerland,1,0,1,0,0,0.7647058823529411,8,0.608775,2809.730769230769,4368.375,1.554730811876309,0.7960903846153846,8653.0,33373.0,24720.0,17.647058823529413,2,1
600,11,44,germany,1,0,1,1,1,0.75,11,0.45671666666666666,1660.7878787878788,4835.818181818182,2.9117614859686896,0.6089555555555556,26573.0,14713.0,-11860.0,13.636363636363637,3,1
600,9,36,germany,1,0,1,1,0,0.75,9,0.414225,1841.0,6477.0,3.5181966322650733,0.5523,17917.0,10170.0,-7747.0,16.666666666666668,3,1
600,11,35,germany,1,0,1,0,0,0.7428571428571429,9,0.7087666666666667,3271.230769230769,2549.777777777778,0.779455182973031,0.9541089743589743,50465.0,12376.0,-38089.0,17.142857142857142,2,1
600,7,69,germany,1,0,1,1,1,0.7536231884057971,17,0.439075,1013.25,3253.5882352941176,3.211041929725258,0.58261875,11662.0,26672.0,15010.0,8.695652173913043,3,1
600,9,50,germany,1,0,1,1,0,0.76,12,0.44083333333333335,1392.1052631578948,4591.666666666667,3.298361688720857,0.5800438596491228,8261.0,28173.0,19912.0,12.0,3,1
600,11,95,uk,1,0,0,1,0,0.7473684210526316,24,0.6331,1070.0281690140846,1334.5,1.247163428631601,0.847105633802817,19674.0,19799.0,125.0,6.315789473684211,2,0
500,3,21,switzerland,1,0,1,0,1,0.7619047619047619,5,0.39803,2487.6875,10039.4,4.0356355048614425,0.522414375,477.0,7142.0,6665.0,23.80952380952381,2,1
500,9,17,switzerland,1,0,1,1,0,0.7647058823529411,4,0.69964,5381.846153846154,5009.0,0.9307215139214452,0.9149138461538462,26897.0,32142.0,5245.0,29.41176470588235,3,1
500,12,64,germany,1,0,1,1,1,0.75,16,0.4749,989.375,2656.875,2.6854074542008846,0.6332,6230.0,15785.0,9555.0,7.8125,3,1
500,12,37,germany,1,0,1,1,1,0.7567567567567568,9,0.6023,2151.0714285714284,3307.777777777778,1.537734978877267,0.7958964285714285,35126.0,15338.0,-19788.0,13.513513513513514,3,1
500,11,75,switzerland,1,0,0,1,1,0.7466666666666667,19,0.58835,1050.625,1640.2631578947369,1.56122608722878,0.78796875,16516.0,15989.0,-527.0,6.666666666666667,2,0
500,11,75,switzerland,1,0,0,1,1,0.7466666666666667,19,0.55629,993.375,1809.0,1.8210645526613816,0.74503125,7629.0,20976.0,13347.0,6.666666666666667,2,0
500,6,89,germany,1,0,1,1,1,0.7528089887640449,22,0.47917,715.179104477612,1912.8636363636363,2.6746637651848744,0.6365094029850746,6157.0,10130.0,3973.0,5.617977528089888,3,1
